user_sector_i,A01,RUP,RMID,ELEC_CIT,TEQ
A01,0.8614651009298054,0.8049436627875931,0.66716257280124,0.6961675652993129,0.3313993453032364
RUP,0.999999,0.8689450399072184,0.635371378010128,0.38278221853731875,0.5583647494887698
RMID,0.808568791734989,0.6885335090667838,0.5495885742684387,0.5950767181230631,0.5021778389493673
ELEC_CIT,0.999999,0.5,0.6093736653832552,0.5161860318466803,0.4420078511251322
TEQ,0.999999,0.5202193458715351,0.6604945193383998,0.4753818823049077,0.5986273797649118
