user_sector_i,A01,RUP,RMID,ELEC_CIT,TEQ
A01,0.9240680581418386,0.999999,0.88395019568674,0.9914671108007498,0.9608219194038743
RUP,0.9515482676082789,0.38888660383037105,0.8840639237109028,0.9548604800753971,0.9592707684661642
RMID,0.7746524497280117,0.5488423136424155,0.6969788851038661,0.9044772276733619,0.900233850105087
ELEC_CIT,0.9494517037240336,0.8219149224699424,0.6946107320239661,0.516178309369523,0.7323492694998699
TEQ,0.7531307137507385,0.999999,0.7681285873937961,0.6420106878331755,0.7356118988910799
